id	text	likes
55001	"Я держусь в стороне по своей воле, но я не одиночка. Меня отталкивает уродство системы. Будь она хороша, я бы с удовольствием влился в нее.

Джордж Карлин"	1007
55000	"Главное  - это характер.  Именно характер мне предстоит выковать.  Я  уверен, если постараться,  можно сделать с собой что угодно. Все дело в силе воли. Мне надо так себя натренировать, чтобы меня не задевали ни  оскорбление, ни равнодушие, ни насмешка. Мне надо достичь такой полной духовной отчужденности, чтобы, даже  если меня посадят, я  и в тюрьме чувствовал себя свободным  как птица.  Мне  надо обрести такую  силу, чтобы, совершая ошибки,  я не  пошатнулся, а учился на них. Мне надо обрести  такую безжалостность, чтобы не только противостоять искушению пожалеть кого-то, но вовсе не испытывать жалости. Мне надо вырвать из сердца способность любить.
- Почему?
-  Я не могу себе позволить, чтобы на  мои суждения влияло какое бы то ни было чувство к кому-либо из людей.

Сомерсет Моэм ""Рождественские каникулы"""	742
54999	"Нет чувства более дурацкого, чем надежда: оно лишает нас не только воли, но и способности соображать.

Макс Фрай, «Жалобная книга»"	739
54995	"Я, честно говоря, не люблю, когда ко мне прикасаются. То есть, или мы любовники, или вы кот, или не трогайте меня, пожалуйста.

Марта Кетро"	2228
54993	"— Это водка? — слабо спросила Маргарита.
Кот подпрыгнул на стуле от обиды.
— Помилуйте, королева, — прохрипел он, — разве я позволил бы себе налить даме водки? Это чистый спирт!

 Михаил Булгаков"	579
54989	"Я поняла что человек должен быть твоего размера, чтоб тебе не приходилось становиться меньше, чтоб его не раздражать. И не раздражаться самой. Это сложно. Это как жить в доме где потолок чуть ниже твоего роста, все время немного дискомфортно, а потом дискомфорта становится так много, что остаётся только выйти, чтоб не остаться на всю жизнь с головой втянутой в плечи.

Марта Кетро"	4270
54988	"Для того, чтобы поменять отношение к боли, необходимо принять тот факт, что все, что случается с нами, создано для нашего духовного роста. 

Пек Скотт"	1381
54985	"— я смотрю на других, только чтобы убедиться в том, что я и так знаю:ты самая красивая девочка во всей живой природе. Твои глаза самые огромные в нашей галактике,
а в нее я включаю не только созвездие Стрельца, 
но и туманность Андромеды.

Фредерик Бегбедер"	613
54984	"Красивая женщина не должна быть слишком умна - это отвлекает внимание. 

Марк Жильбер Соважон"	365
54983	"Женщины, конечно, умнее. Вы когда-нибудь слышали о женщине, которая бы потеряла голову только от того, что у мужчины красивые ноги?

Фаина Раневская"	512
54982	"Я давно понял, чем девушка красивее, тем больше у нее сдвиг по фазе. У тебя значит вообще не все дома.

""Голубой Валентин"""	903
54981	Мне нравятся Ваши глаза, темные и красивые, как моя душа. (с)	593
54980	"А я-то думал, Вы счастливая,
Когда одна на склоне дня
Вы шли такая горделивая
И не взглянули на меня.

А я-то думал, Вы счастливая.
Я думал, Вы счастливей всех,
Когда смотрел в глаза игривые,
Когда веселый слышал смех.

Глаза то нежные, то строгие,
Но в них тревога, в них беда.
Наверно, Вас любили многие.
Вы не любили никогда.

На Вас глядят глаза влюбленные.
Им не понять издалека,
Что в Вас тоска неутоленная,
Святая женская тоска.

И мысль одна неодолимая
Вам не дает ни спать, ни жить:
Что это мало – быть любимою,
Что надо любящею быть.

Святая, гордая, красивая…
Я слышу ваш веселый смех.
А я-то думал Вы счастливая,
Я думал, Вы счастливей всех.

© Аркадий Лебедев"	945
54979	"- Вы красивые, но пустые, - продолжал маленький принц. - Ради вас не захочется умереть. 

Антуан де Сент-Экзюпери. ""Маленький принц"""	508
54977	"– Надо быть человеком – вот и вся Истина, – сказал я. – Понимаешь? Че-ло-ве-ком! А ты червяк! Сидишь в своей норе, и на всех тебе наплевать!

Владислав Крапивин «Дети синего фламинго»"	389
54976	"Лучше изливать свою печаль перед картинами Делакруа, Рембрандта и Ван Гога, чем перед рюмкой водки или в окружении бессильной жалости и злости.

Ремарк"	626
54975	"Мы становимся похожими на тех людей, с которыми общаемся. Выбирайте свое окружение — какими мы не были бы уникальными, оно все равно влияет на нас. 

Роберт де Ниро"	971
54972	"А в общем, женщина никогда не обманет мужа, не изменит ему, если сам он не развратит ее или не растопчет ее сердца, не возмутит и не оттолкнет ее своим ничтожеством, эгоизмом, ограниченностью, дрянной и мелкой душонкой. Кроме того, ее любить надо! Пусть она чувствует, что она для тебя не только самка, а дорогой человек, твой ребенок, твой друг. Носи ее за пазухой, чтобы ей было тепло, — а тогда можешь быть спокоен, она будет с каждым годом крепче льнуть к тебе, и вы в конце концов срастетесь, как сиамские близнецы. А если не дашь ей этого, испортишь ее или оттолкнешь, — она от тебя уйдет. Уйдет, как только протянутся к ней чьи-нибудь более достойные руки, уйдет непременно, потому что нежность и уважение ей нужны, как воздух.

Генрик Сенкевич ""Без догмата"""	2004
54971	"Когда вступаешь в брак, все меняется: твоим лучшим другом становится человек, с которым ты спишь по ночам.

Джоди Пиколт. ""Особые отношения""."	1356
54970	"Бывший лучший друг уже никогда не может стать просто хорошим знакомым. Когда накал дружбы падает, всегда возникает смущение и общее острое неудобство. Даже ""привет!"" всегда говоришь с протезной улыбкой. Кого пустил однажды в душу, просто так уже не прогонишь. Там навсегда останется его пустой стул.

Дмитрий Емец"	1015
54968	"Может, страх и тошнота уже не море, в котором тонут, а всего лишь лужа, криво отражающая прошлое?

Д. Киз ""Цветы для Элджернона"""	243
54967	"Не криви улыбку, руки теребя,
Я люблю другую, только не тебя.
Ты сама ведь знаешь, знаешь хорошо,
Не тебя я вижу, не к тебе пришел.
Проходил я мимо, сердцу все равно,
Просто захотелось заглянуть в окно.

С. Есенин"	274
54966	"Вообще, жил я по принципу ""Все люди хорошие, пока не докажут обратное."" Если же ""люди доказывали обратное"", я в очередной раз разочаровывался в этом мире, впадал в апатию и терял вкус к жизни. А потом просто переставал с доказавшими обратное общаться. Пора менять принципы. Отныне, все люди для меня — сволочи и скоты. Пока не докажут обратное.

Данияр Сугралинов. «Кирпичи»"	1202
54965	"На вид совсем как сахар, на вкус — как пустота.

Келли Линк
«Путешествия со Снежной Королевой»"	334
54964	"А не обязательно выставлять напоказ всё, что знаешь. Женщине это не к лицу. И во-вторых, людям вовсе не по вкусу, когда кто-то умней их.

Харпер Ли
«Убить пересмешника»"	321
54963	"На мой взгляд, спать надо долго и со вкусом, а просыпаться как можно позже. 

Макс Фрай"	320
54961	"Пройдемте в сад? Я покажу Вас розам.

Ричард Шеридан"	844
54960	"Я был готов к нападению любого психа. У меня была вилка.

 Сверхъестественное 
(Supernatural)"	180
54956	"А если по-серьезному, так вот что я тебе скажу, Робби: человеческая жизнь тянется слишком долго для одной любви. Просто слишком долго. Артур сказал мне это, когда сбежал от меня. И это верно. Любовь чудесна. Но кому-то из двух всегда становится скучно. А другой остается ни с чем. Застынет и чего-то ждет... Ждет, как безумный...

Э.М. Ремарк ""Три товарища"""	956
54955	"Ждать и надеяться — верный способ скоропостижно рехнуться.

Макс Фрай"	1087
54949	"А в самом деле: вот я теперь уж от себя задаю один праздный вопрос : что лучше — дешевое ли счастье или возвышенные страдания? Ну-ка, что лучше? 

Ф.М. Достоевский ""Записки из подполья """	411
54948	"Раньше я не понимал, почему я не получаю ответов на свои вопросы; сегодня я не понимаю, как я мог думать, что можно спрашивать. 

Франц Кафка"	382
54947	"Великий вопрос жизни - как жить среди людей. 

Альбер Камю"	279
54946	"– Вы знаете, я… – крикнул он. – Я псих! У меня бред сумасшедшего!
Пожилая женщина повернулась и пристально посмотрела на него.
– Настоящие сумасшедшие не говорят об этом первому встречному, – сказала она. 

Рю Мураками. ""Дети из камеры хранения"""	242
54945	"Мы никогда не должны вникать в бред больного. 

Жан-Поль Сартр ""Комната"""	362
54943	"Низок душою тот, кто стыдится своей дружбы с людьми, чьи недостатки стали всем известны.

Люк де Клапье Вовенарг"	825
54942	"Ум не спасет от глупостей, совершаемых под влиянием настроения.

Люк де Клапье де Вовенарг"	1668
54941	"Если хотите высказывать серьезные мысли, отучитесь сперва болтать вздор.

Люк де Клапье де Вовенарг"	294
54940	"Люди обычно мучают своих ближних под предлогом, что желают им добра.

Люк де Клапье де Вовенарг"	648
54939	"У безумцев свои, недоступные нормальным людям, тайные радости и развлечения.

Макс Фрай"	508
54938	"Ты хочешь узнать каково это, чувствовать что-то настолько глубоко. Что угодно... Ты - эмоциональный дальтоник. Ты используешь нужные слова, копируешь нужное поведение, но чувства так и не появляются. Ты знаешь словарные определения эмоций ""тоска"", ""радость"", ""грусть"", но ты понятия не имеешь, каково это - испытывать чувства. Ты хочешь чтобы они появились, но это всего лишь импульсы, примитивные отклики на сиюминутные желания. Ты знаешь все слова, но не можешь услышать музыку.

Декстер"	373
54934	"Мне стало очень тоскливо, иногда неизвестно почему даже дрожь пробирала. Непохоже было, что скоро будет Рождество, вообще казалось, что больше ничего никогда не будет.

Джером Д. Сэлинджер ""Над пропастью во ржи"""	1094
54933	"О чувствах других людей не стоит судить по себе. Каким бы мрачным ни представлялось жилище крота, сам зверек, в нем обитающий, находит свои хоромы весьма светлыми.

Оливер Голдсмит."	883
54932	"Когда я пытаюсь жить, я чувствую себя бедной маленькой швейкой, которая никогда не может сделать красивую вещь, которая только и делает, что портит и ранит себя, и которая, отбросив всё: ножницы, материю, нитки, – принимается петь. У окна, за которым бесконечно идёт дождь.

Марина Цветаева."	470
54931	"Если приблизиться к раненому животному, оно поведет себя непредсказуемо. Люди с эмоциональными ранами поступают так же. 

М. Гангор"	1797
54930	"По утрам я встаю в такую рань, что за окном еще темно, как в могиле, разве это нормально — вставать, когда даже солнце спит?

Сесилия Ахерн"	725
54924	Один из главных признаков зрелости духа - полное отсутствие потребности что-то доказывать. (с)	1834
54923	"Только не раскисай. В том и состоит твоя задача в нашей тяжелой жизни — сохранить сердце любящим и не раскисать не смотря ни на что. Чтобы не случилось, держи себя в руках и не падай духом.

Стивен Кинг. Монстры"	1350
54922	"— Послушай, — друзья говорят мне на ухо, -
— Все будет отлично, не падай лишь духом.
— Все будет отлично, -
киваю им сухо.
И падаю, падаю, падаю духом…

Татьяна Шубина"	893
54921	"Когда совсем падете духом, приходите ко мне в больницу. Один обход ракового отделения в два счета лечит от любой хандры.

Ремарк ""Земля обетованная"""	1048
54918	"Жизнь ломает людей без шума, без криков... без слез... незаметно...

Максим Горький  «Мещане»"	657
54917	"Боль можно выплеснуть, но можно и проглотить... Боль скрытая отравляет человека, а вырвавшаяся наружу - отравляет мир, и он переполняется криком, болью, смертью.

Г.Л.Олди."	239
54916	"Я услышал крики. Доел булочки, допил кофе и сразу примчался!

Вуди Аллен"	638
54915	"Когда уходят герои, на арену выходят клоуны.

 Генрих Гейне"	512
54910	"Благословляю того, кто изобрел глобус (наверное какой-нибудь старик с длинной бородой...) - за то, что я могу сразу этими двумя руками обнять весь земной шар - со всеми моими любимыми!

Марина Цветаева. ""Повесть о Сонечке"""	296
54909	"— У тебя руки ледяные.
— Это от сердца.

А.П.Чехов"	1373
54906	"— Чем теперь займешься?
— Стану озером. Буду лежать и отражать облака.

Юрий Визбор. ""Завтрак с видом на Эльбрус""."	722
54905	"Мне было всего двенадцать. Но я знал,как сильно ее люблю. Это была любовь,что не имеет ничего общего ни с плотью,ни с нравственностью.

Рэй Брэдбери.Озеро."	319
54901	"Это что-то вроде демократических выборов: большинство всегда за сволочь.

Аркадий Стругацкий, Борис Стругацкий. ""Гадкие лебеди""."	264
54900	"Я не только старалась как можно лучше скрывать свои чувства, но и корила себя за то, что испытываю их.

Юн Чжан. ""Дикие лебеди"""	784
54899	"Мы можем сказать честно, положа руку на сердце: эту страну интересно наблюдать, но жить в ней не хочется.

И.Ильф, Е.Петров"	569
54898	"Это свободная страна. Люди имеют право писать мне письма, а я имею право не отвечать на них.

Фолкнер"	490
54897	"Я думаю о тебе так много, что мне даже странно, откуда берётся время на всё остальное. Это потому, что всё остальное — это тоже каким-то образом ты.

Вениамин Каверин"	727
54896	"Я шел и пел, потому что, когда я счастлив, я непременно мурлыкаю что-нибудь про себя, как и всякий счастливый человек, у которого нет ни друзей, ни добрых знакомых и которому в радостную минуту не с кем разделить свою радость.

Ф.М. Достоевский. Белые ночи."	738
54895	"Меня слишком долго привлекало то, что полностью противоречило моим мечтам, привлекали антиподы тех, кто мог принести мне радость.

Марк Леви."	620
54891	"Любовь приносит только боль. Она как наркотик. Сначала тебе очень хорошо, но потом начинается ломка, и ты просто умираешь.

 Стейс Крамер. «50 дней до моего самоубийства.»"	544
54890	"Девушку влечёт именно к тому мужчине, о котором идёт дурная слава. Ей сразу же приходит в голову, что её любовь исправит его.

Агата Кристи"	997
54889	"… люби меня — потому что я тебя люблю; не спи с другими — потому что я тебя люблю; работай для меня — потому что я тебя люблю. Не смей быть счастливым без меня — потому что я тебя люблю.

Марта Кетро «Знаки любви и её окончания»"	353
54888	"И хотя я старался не думать о Карле, моя любовь настойчиво впивалась когтями в моё сердце. Я целовал ветер, дувший в её сторону. Я произносил её имя, когда был один.  

Грегори Дэвид Робертс ""Шантарам"""	415
54886	"Любовь — это в какой-то мере рабство…

Михаэль Драу."	426
54885	"Сердце, не разбитое любовью, еще не сердце.

Фредерик Бегбедер «99 франков»"	452
54884	"Дружба утонула в любви.

Иван Гончаров. ""Обломов"""	331
54883	"Когда вы мне говорите о своей любви, я как-то тупею и не знаю, что говорить. Простите, я ничего не могу сказать вам. 

А.П. Чехов"	471
54882	"И вдруг я увидел, что значу что-то для другого человека и что он счастлив только от того, что я рядом с ним. такие слова сами по себе звучат очень просто, но когда вдумаешься в них, начинаешь понимать, как это все бесконечно важно. это может поднять бурю в душе человека и совершенно преобразить его. это любовь и все-таки нечто другое. что-то такое, ради чего стоит жить. мужчина не может жить ради любви. но ради другого человека — может.

Эрих Мария Ремарк"	892
54881	"Я вижу, как вы хмуритесь и встаете, чтобы прочесть мне длинную лекцию о том, что такое любовь и кого можно любить, а кого нельзя. Но, пока я не любил, я сам тоже отлично знал, что такое любовь.

Антон Павлович Чехов"	684
54877	"Я не прошу тебя относиться ко мне, как к последней минуте в своей жизни.
Всё, что я прошу, это- приходить ко мне хотя бы на минуту в день

""60 секунд любви"""	579
54876	"На мой взгляд, нет ничего более трагичного, чем любить человека всем сердцем, любить, несмотря на все попытки вырвать эту любовь, и знать, что человек этот недостоин твоей любви.

Уильям Сомерсет Моэм"	1452
54875	"А я думаю, что брак без любви гораздо хуже, чем любовь без брака.

 Алан Милн
«Двое»"	868
54874	"Разве можно управлять таким чувством, как любовь, – чувством, которое до сих пор еще не нашло себе истолкователя. 

""Гранатовый браслет"" А. И. Куприн"	258
54873	"Встречается такая любовь, что лучше её сразу заменить расстрелом.

Фаина Раневская"	997
54870	"Жаль, что сейчас полно отношений без любви и любви без шанса на отношения. 

А.Бобракова ""Город, которого нет"""	802
54869	"Что бы я сделала встреться мы вновь
Тогда, как в первый раз?
Я бы двинула тебе сразу в бровь
А может быть даже в глаз

А. Шпаковская"	465
54868	"— Вот представь себе, что ты упал в воду и тонешь. Представил?
— Угу.
— А теперь представь, что ты на секунду высунул голову, увидел свет, глотнул воздуха и что-то коснулось твоих рук. И ты за это схватился и держишься. Так вот, если считать, что всю жизнь тонешь — а так это и есть, — то любовь — это то, что помогает тебе удерживать голову над водой.

Виктор Пелевин, ""Затворник и Шестипалый"""	731
54864	"С ума сойти, сколько животных обречены на бегство и вымирание только потому, что люди любят деньги до потери разума!

Марк Леви. Похититель теней"	390
54863	"Как же неприятно потратить на человека так много времени лишь для того, чтобы узнать, что он так и остался для тебя лишь посторонним. 
 
« Вечное сияние чистого разума»"	1624
54862	"Либо только со мной, либо уходи. 
 
""Вечное сияние чистого разума"""	597
54861	"Я глядел на неё и не мог наглядеться, и знал - столь же твёрдо, как то, что умру, - что люблю её больше всего, что когда-либо видел или мог вообразить на этом свете, или мечтал увидеть на том. От неё оставалось лишь легчайшее фиалковое веяние, листопадное эхо той нимфетки... но я боготворил её, эту Лолиту, бледную и осквернённую, с чужим ребенком под сердцем, но всё ещё сероглазую, всё ещё с сурмянистыми ресницами, всё ещё русую и миндальную, всё ещё Карменситу, всё ещё мою, мою... Всё равно, даже если эти её глаза потускнеют.., - даже тогда я всё ещё буду с ума сходить от нежности при одном виде твоего дорогого лица.., моя Лолита. 
 
Владимир Набоков ""Лолита""."	199
54860	"Мой приговор — ресниц твоих движенье. 
 
Уильям Шекспир. 
Сонет 149"	488
54857	"Ты вообще не знаешь, какой ты. Я редко встречала людей, которые бы так сильно заблуждались относительно себя, как ты.

Ремарк, ""Три товарища"""	639
54856	"А добрым быть ума не надо. И даже наоборот, мне иной раз думается: взять по-настоящему умного человека - такой редко окажется добрым.

Джон Эрнст"	263
54855	"Душа ведь не бывает черной от рождения. Сначала она прозрачная, а темнеет постепенно, пятнышко за пятнышком, каждый раз, когда ты прощаешь себе зло, находишь ему оправдание, говоришь себе, что это всего лишь игра. Но в какой-то момент черного становится больше. Редко кто умеет почувствовать этот момент, изнутри его не видно. 

Д. Глуховский."	421
54851	"Самыми счастливыми днями моей жизни были те дни, когда я сбежал из дома, в прошлом году. Я не знал куда идти, просто шел куда глаза глядят. Никогда еще дни не были такими долгими и яркими. Я не мог насытиться этими красками.

Артюр Рембо"	236
54849	"Сотрите с циника краску и обнаружите разочарованного романтика. 
 
Кристофер Мур. ""Ящер страсти из бухты грусти""."	330
54848	"я на свой лад сентиментален и скорее сделаю крюк в десять кварталов, только бы не пройти под балконами дома, где я был счастлив

Хулио Кортасар, ""Выигрыши""."	894
54847	"И все-таки твой долг — все вынести, раз это неизбежно; только глупые и безвольные говорят: «Я не могу вынести», если это их крест, предназначенный им судьбой.

Шарлотта Бронте ""Джен Эйр"""	511
54845	"Ты был испуган нашей первой встречей, а я уже молилась о второй. 

Анна Ахматова"	443
54844	"Я была счастлива этому: никогда не встречалась после с теми, которых когда-то любила. Это нехорошие встречи, всё равно как бы с покойниками.

М. Горький"	746
54843	"Мне всё время кажется, что я встречу тебя за углом. 

 ""Господин Никто"""	620
54842	"Лучшими людьми в моей жизни всегда оказывались те, про кого при первой встрече думаешь: Господи, что это за псих. 

Арета Франклин."	572
54839	"Говорят, сейчас надо вставлять в телевизор специальную микросхему, чтобы дети не могли смотреть то, что им не полагается. В моем детстве это было ни к чему. Зачем микросхема, если есть мама? Она отлично справлялась. 

Рэй Чарьз"	168
54838	"Разве человек всегда может громко сказать все, что в нем «происходит»?

Иван Сергеевич Тургенев ""Отцы и дети"""	549
54837	"Я очень рада, что в мою душу заглядывает только бог и что люди не могут этого сделать.

Ирмгард Койн. ""Девочка, с которой детям запрещалось водиться"""	530
54835	"Ничего не изменилось. Толпы чужих людей вокруг, и все учат тебя, что делать. И все при этом лгут.

Рю Мураками ""Дети из камеры хранения"""	1252
54834	"... если не о чем говорить, но есть в комнате кошка или собака, заводится разговор о ней: если ни кошки, ни собаки нет, то о детях. Погода, уж только третья, крайняя степень безресурсности.

Н. Г. Чернышевский. ""Что делать?"""	274
54832	"Сегодня ты можешь высказать человеку все, что у тебя накопилось в недрах души, а завтра этого же человека может сбить машина или же ему поставят страшный диагноз. А что? Это жизнь, она та еще сука. От нее все можно ожидать, если идешь против нее, она идет против тебя. Вот только ты крохотная песчинка, по сравнению с ней.

Стейс Крамер ""50 дней до моего самоубийства"""	361
54831	"- Пойдите в кино. Лучший способ убить вечер. Правда, потом не помнишь, что видел, но, по крайней мере, хоть во время сеанса ни о чем не думаешь.

Э. М. Ремарк Возлюби ближнего своего."	325
54830	"И главное, не воображайте, что ваши друзья станут звонить вам по телефону каждый вечер (как бы это им следовало делать), чтобы узнать, не собираетесь ли вы покончить с собой или хотя бы не нуждаетесь ли вы в компании, не хочется ли вам пойти куда- нибудь. Нет, успокойтесь, если они позвонят, то именно в тот вечер, когда вы не одни и когда жизнь улыбается вам.

А. Камю"	1205
54829	"Я стал другой. Тихий. Неразговорчивый. Задумчивый. Напуганный. Я не пил. Я читал. Просыпался и читал. До вечера.

Януш Вишневский"	457
54828	"Я думаю о тебе все время. Думаю о тебе утром, идя по холодку. Нарочно шагаю помедленнее, чтобы думать о тебе подольше. Думаю о тебе вечером, когда мне одиноко без тебя на вечеринках, где я напиваюсь, чтобы думать о чем-нибудь другом, но добиваюсь обратного эффекта. Я думаю о тебе, когда тебя вижу, и когда не вижу, думаю тоже. Мне так хотелось бы найти другое занятие, но я не могу. Если ты знаешь, как можно исхитриться тебя забыть, научи меня. 

Фредерик Бегбедер"	1104
54827	"— По-вашему, обязательно нам каждый вечер напиваться?
— По-моему, обязательно.
— И по-моему, тоже. 

Ивлин Во. ""Возвращение в Брайдсхед"""	396
54824	"Наше бедное лето так коротко; не заметишь, как зажелтеют листья, отцветут последние редкие цветы, пойдет сырость, туман, настанет опять нездоровая осень, затолчется по-прежнему жизнь... 
 
Фёдор Достоевский ""Петербургская летопись"""	125
54823	"— Зачем я тебе? — спокойно спросила она. — Я старая и некрасивая. Есть молодые и красивые.
— Некрасивых женщин не бывает, — возразил я.
— А старые бывают.
— Желтый лист красивее зеленого. Я люблю осень. И в природе, и в людях.

Виктория Токарева. ""Ты есть..."""	387
54821	"Восемьдесят три процента всех дней в году начинаются одинаково: звенит будильник.""

Аркадий и Борис Стругацкие. «Понедельник начинается в субботу»"	480
54820	"Один английский путешественник рассказывает о том, как он дружил с тигром; он вырастил его, ласкал его, но всегда держал у себя на столе заряженный пистолет.

Стендаль. ""Красное и чёрное"""	568
54818	"Говорят, что здесь зимой бывает так холодно, что смех застывает в горле и душит человека насмерть.

Джордж Мартин. Игра престолов"	466
54817	"Связью с людьми мы обязаны лишь своим собственным усилиям: стоит перестать писать или говорить, стоит обособиться, и толпа людей вокруг вас растает; понимаем, что большая часть этих людей на самом деле готовы отвернуться от нас (не из злобы, а лишь из равнодушия), а остальные всегда оставляют за собой право переключить свое внимание на что-нибудь другое; в эти дни мы понимаем, сколько совпадений, сколько случайностей необходимы для рождения того, что называют любовью или дружбой, и тогда мир снова погружается во мрак, а мы – в тот лютый холод, от которого нас ненадолго укрыла человеческая нежность.

Альбер Камю"	950
54816	"Вежливость — это хорошо организованное равнодушие. 

Поль Валери"	632
54815	"Женщина может мириться почти со всем; кроме равнодушия. 

Ян Ланкастер Флеминг"	867
54811	"- А я не представляю себе любви без ревности. Кто не ревнует,тот,по-моему,не любит.

Иван Бунин ""Митина любовь"""	455
54810	"Ревность-одно из наиболее навязчивых чувств,и она не может появиться и исчезнуть в течение суток.

Ирвин Шоу ""Допустимые потери"""	190
54809	"Ревность — признак любви. 

Александр Дюма"	204
54808	"Наташа, друг мой, ангел мой, не сердись на меня, и не будем ­­никогда ссориться. Дай мне слово, что будешь всегда во всем верить мне, а я тебе. Вот что, мой ангел, я расскажу тебе теперь: были мы раз с тобой в ссоре, не помню, за что; я был виноват. Мы не говорили друг с другом. Мне не хотелось просить прощения первому, а было мне ужасно грустно. Я ходил по городу, слонялся везде, заходил к приятелям, а в сердце было так тяжело, так тяжело... И пришло мне тогда на ум: что если б ты, например, от чего-нибудь заболела и умерла. И когда я вообразил себе это, на меня вдруг нашло такое отчаяние, точно я в самом деле навеки потерял тебя. Мысли все шли тяжелее, ужаснее. И вот мало-помалу я стал воображать себе, что пришел будто я к тебе на могилу, упал на нее без памяти, обнял ее и замер в тоске. Вообразил я себе, как бы я целовал эту могилу, звал бы тебя из нее, хоть на одну минуту, и молил бы у бога чуда, чтоб ты хоть на одно мгновение воскресла бы передо мною; представилось мне, как бы я бросился обнимать тебя, прижал бы к себе, целовал и, кажется, умер бы тут от блаженства, что хоть одно мгновение мог еще раз, как прежде, обнять тебя. И когда я воображал себе это, мне вдруг подумалось: вот я на одно мгновение буду просить тебя у бога, а между тем была же ты со мною шесть месяцев и в эти шесть месяцев сколько раз мы поссорились, сколько дней мы не говорили друг с другом! Целые дни мы были в ссоре и пренебрегали нашим счастьем, а тут только на одну минуту вызываю тебя из могилы и за эту минуту готов заплатить всею жизнью!.. Как вообразил я это все, я не мог выдержать и бросился к тебе скорей, прибежал сюда, а ты уж ждала меня, и, когда мы обнялись после ссоры, помню, я так крепко прижал тебя к груди, как будто и в самом деле лишаюсь тебя. Наташа! не будем никогда ссориться! Это так мне всегда тяжело! И можно ли, господи! подумать, чтоб я мог оставить тебя!

Федор Михайлович Достоевский, Униженные и оскорбленные"	814
